invoice_id,invoice_number,invoice_date,due_date,vendor_id,vendor_name,vendor_email,vendor_address,purchase_order_number,item_description,quantity,unit_price,subtotal,tax_amount,discount,total_amount,currency,currency_change_flag,bank_account_number,bank_name,payment_method,duplicate_invoice,bank_changed,vendor_avg_amount,amount_ratio,invoice_frequency_last30days,vendor_risk_score,days_since_last_invoice,is_new_vendor,fraud_label
INV-10893,INVNO-9095,2025-03-10,2025-04-09,V-661,Prime Packaging,primepackaging@example.com,Hyderabad Logistics Park,PO-4854,Industrial Tools,1,1665,1665,133.31,257,1541.31,INR,1,7418529630,State Bank,UPI,0,0,56220,0.03,4,0.75,-371,1,1
INV-10238,INVNO-9255,2026-03-20,2026-04-19,V-221,Prime Packaging,primepackaging@example.com,Mumbai Industrial Area,PO-4392,Machine Spare Parts,212,1417,300404,15427.78,154,315677.78,USD,0,7418529630,IndusInd Bank,UPI,1,0,56963,5.54,4,0.67,17,0,1
INV-10223,INVNO-2315,2025-02-21,2025-03-23,V-247,Global Plastics,globalplastics@example.com,Ahmedabad Trade Center,PO-8888,Packaging Materials,338,276,93288,13516.67,1520,105284.67,EUR,1,7539514560,IndusInd Bank,Wire,0,0,51764,2.03,1,0.17,-15,1,1
INV-10145,INVNO-2746,2026-05-08,2026-06-07,V-660,Vertex Components,vertexcomponents@example.com,Delhi Business Park,PO-1357,Steel Sheets,12,395,4740,251.73,704,4287.73,USD,0,1593572580,Axis Bank,Bank Transfer,0,0,52086,0.08,10,0.4,182,0,0
INV-ADD-307,INVNO-ADD-6011,2025-10-28,2025-11-27,V-973,Sunrise Traders,vendor@example.com,Hyderabad Logistics Park,PO-2444,Office Equipment,190,502,95380,5890.37,481,100789.37,INR,0,7539514560,State Bank,Cheque,0,0,48172,2.09,1,0.34,26,0,0
INV-10373,INVNO-8946,2025-06-17,2025-07-17,V-507,Metro Logistics,metrologistics@example.com,Bangalore Tech Zone,PO-2145,Packaging Materials,121,1045,126445,17118.9,126,143437.9,INR,0,8529637410,State Bank,Bank Transfer,1,0,55285,2.59,9,0.49,-58,0,1
INV-10118,INVNO-8916,2026-03-12,2026-04-11,V-452,Prime Packaging,primepackaging@example.com,Mumbai Industrial Area,PO-3164,Electronic Components,366,392,143472,14515.65,954,157033.65,USD,0,4567891230,ICICI Bank,Wire,0,0,75367,2.08,6,0.28,125,0,0
INV-ADD-255,INVNO-ADD-6217,2026-03-31,2026-04-30,V-686,Sunrise Traders,vendor@example.com,Hyderabad Logistics Park,PO-5971,Plastic Containers,60,430,25800,2961.61,917,27844.61,USD,0,1234567890,Axis Bank,Wire,0,0,45529,0.61,3,0.37,82,0,0
INV-10250,INVNO-7039,2025-08-28,2025-09-27,V-192,Global Plastics,globalplastics@example.com,Pune Manufacturing Hub,PO-2850,Transport Services,100,1232,123200,17943.02,1861,139282.02,INR,0,9876543210,State Bank,UPI,0,0,52863,2.63,1,0.55,188,0,0
INV-ADD-348,INVNO-ADD-7534,2026-02-24,2026-03-26,V-241,Sunrise Traders,vendor@example.com,Ahmedabad Trade Center,PO-4379,Plastic Containers,52,1046,54392,5710.08,395,59707.08,INR,0,9876543210,Axis Bank,Cheque,0,0,67726,0.88,5,0.34,35,0,0
INV-10009,INVNO-5776,2026-03-18,2026-04-17,V-240,Delta Electronics,deltaelectronics@example.com,Ahmedabad Trade Center,PO-4917,Office Equipment,108,1318,142344,21397.41,970,162771.41,USD,1,1234567890,Kotak Bank,Wire,0,0,71186,2.29,6,0.2,31,0,0
INV-10449,INVNO-8701,2025-04-14,2025-05-14,V-401,Sunrise Traders,sunrisetraders@example.com,Delhi Business Park,PO-6213,Steel Sheets,279,1689,471231,75721.33,720,546232.33,EUR,1,3216549870,Kotak Bank,Cheque,0,0,66221,8.25,2,0.66,26,0,1
INV-10708,INVNO-1466,2026-03-29,2026-04-28,V-231,Prime Packaging,primepackaging@example.com,Bangalore Tech Zone,PO-3535,Packaging Materials,114,1502,171228,9285.28,1061,179452.28,INR,1,1593572580,Axis Bank,UPI,0,1,52367,3.43,9,0.53,185,1,1
INV-10255,INVNO-6846,2026-04-14,2026-05-14,V-991,Omega Supplies,omegasupplies@example.com,Hyderabad Logistics Park,PO-6071,Packaging Materials,266,1329,353514,31825.97,1135,384204.97,USD,0,1593572580,Axis Bank,UPI,0,0,69322,5.54,7,0.72,61,0,1
INV-10593,INVNO-7266,2025-04-29,2025-05-29,V-490,Metro Logistics,metrologistics@example.com,Ahmedabad Trade Center,PO-8705,Industrial Tools,208,996,207168,35514.1,237,242445.1,EUR,1,7539514560,State Bank,Wire,0,0,48471,5.0,3,0.4,-271,1,1
INV-10389,INVNO-7430,2025-07-01,2025-07-31,V-533,Vertex Components,vertexcomponents@example.com,Pune Manufacturing Hub,PO-2847,Transport Services,243,1284,312012,33498.77,1595,343915.77,INR,1,1593572580,Axis Bank,Wire,0,1,56979,6.04,10,0.13,-69,0,1
INV-10846,INVNO-3759,2025-12-20,2026-01-19,V-315,Prime Packaging,primepackaging@example.com,Ahmedabad Trade Center,PO-6369,Electronic Components,292,1067,311564,18828.57,151,330241.57,EUR,1,1234567890,ICICI Bank,UPI,0,0,69274,4.77,7,0.4,286,0,0
INV-ADD-125,INVNO-ADD-7920,2025-04-19,2025-05-19,V-244,Prime Packaging,vendor@example.com,Pune Manufacturing Hub,PO-1939,Electronic Components,125,1473,184125,20585.22,393,204317.22,USD,0,4567891230,Kotak Bank,Bank Transfer,0,0,59548,3.43,2,0.15,45,0,0
INV-10557,INVNO-8903,2025-02-06,2025-03-08,V-937,Delta Electronics,deltaelectronics@example.com,Mumbai Industrial Area,PO-4286,Packaging Materials,328,704,230912,39527.96,583,269856.96,EUR,0,3216549870,HDFC Bank,Wire,0,1,49717,5.43,4,0.18,27,0,1
INV-10460,INVNO-5535,2025-05-08,2025-06-07,V-364,Metro Logistics,metrologistics@example.com,Ahmedabad Trade Center,PO-1987,Office Equipment,346,1092,377832,40535.54,733,417634.54,USD,1,8529637410,State Bank,Cheque,0,0,54646,7.64,9,0.37,-352,1,1
INV-10723,INVNO-5836,2026-01-22,2026-02-21,V-422,Global Plastics,globalplastics@example.com,Bangalore Tech Zone,PO-7826,Packaging Materials,310,688,213280,27087.36,333,240034.36,USD,1,8529637410,Kotak Bank,Wire,0,0,48670,4.93,7,0.23,314,0,0
INV-ADD-291,INVNO-ADD-2782,2026-04-12,2026-05-12,V-355,ABC Steel,vendor@example.com,Chennai Port District,PO-6210,Transport Services,139,171,23769,2778.79,1379,25168.79,INR,0,3216549870,ICICI Bank,Wire,0,0,49692,0.51,2,0.1,47,0,0
INV-10144,INVNO-1154,2025-06-19,2025-07-19,V-748,Prime Packaging,primepackaging@example.com,Mumbai Industrial Area,PO-3097,Office Equipment,312,415,129480,8055.8,550,136985.8,INR,1,9876543210,ICICI Bank,Cheque,0,1,55324,2.48,4,0.29,-110,1,1
INV-10501,INVNO-9343,2026-03-24,2026-04-23,V-930,Prime Packaging,primepackaging@example.com,Pune Manufacturing Hub,PO-5457,Industrial Tools,323,510,164730,26999.84,1750,189979.84,EUR,1,9876543210,IndusInd Bank,Cheque,0,1,50081,3.79,3,0.67,116,0,1
INV-ADD-33,INVNO-ADD-7200,2025-07-05,2025-08-04,V-578,ABC Steel,vendor@example.com,Ahmedabad Trade Center,PO-1943,Office Equipment,27,346,9342,984.24,1028,9298.24,EUR,0,9876543210,HDFC Bank,Cheque,0,0,64125,0.15,3,0.28,75,0,0
INV-ADD-325,INVNO-ADD-6816,2025-08-09,2025-09-08,V-688,Sunrise Traders,vendor@example.com,Delhi Business Park,PO-5587,Office Equipment,123,1039,127797,7804.32,452,135149.32,USD,0,1234567890,IndusInd Bank,Cheque,0,0,61106,2.21,2,0.35,80,0,0
INV-10731,INVNO-4386,2026-05-08,2026-06-07,V-138,Prime Packaging,primepackaging@example.com,Chennai Port District,PO-6707,Steel Sheets,312,1206,376272,48840.09,50,425062.09,EUR,1,8529637410,State Bank,Bank Transfer,0,1,67390,6.31,6,0.59,362,0,1
INV-10539,INVNO-4181,2025-07-01,2025-07-31,V-179,Prime Packaging,primepackaging@example.com,Bangalore Tech Zone,PO-9570,Transport Services,89,1088,96832,15458.71,86,112204.71,INR,1,9876543210,HDFC Bank,Bank Transfer,0,1,57950,1.94,1,0.24,-169,1,1
INV-10177,INVNO-2812,2025-03-12,2025-04-11,V-702,Delta Electronics,deltaelectronics@example.com,Bangalore Tech Zone,PO-5139,Office Equipment,197,972,191484,24821.89,1892,214413.89,USD,1,1593572580,HDFC Bank,Bank Transfer,0,1,57989,3.7,8,0.35,-96,0,1
INV-ADD-350,INVNO-ADD-5561,2025-05-20,2025-06-19,V-745,Prime Packaging,vendor@example.com,Pune Manufacturing Hub,PO-6749,Transport Services,33,461,15213,1658.74,1378,15493.74,USD,0,9876543210,ICICI Bank,Bank Transfer,0,0,64736,0.24,3,0.27,61,0,0
INV-10697,INVNO-3872,2025-10-18,2025-11-17,V-944,Vertex Components,vertexcomponents@example.com,Pune Manufacturing Hub,PO-3718,Industrial Tools,141,1822,256902,23768.33,714,279956.33,EUR,1,7539514560,HDFC Bank,Wire,0,0,44887,6.24,9,0.77,265,0,1
INV-ADD-394,INVNO-ADD-4065,2025-04-17,2025-05-17,V-384,Vertex Components,vendor@example.com,Hyderabad Logistics Park,PO-7623,Transport Services,29,242,7018,813.26,292,7539.26,INR,0,1234567890,HDFC Bank,Wire,0,0,44878,0.17,2,0.22,88,0,0
INV-10949,INVNO-3923,2025-08-25,2025-09-24,V-805,Vertex Components,vertexcomponents@example.com,Ahmedabad Trade Center,PO-1670,Transport Services,216,995,214920,33204.03,777,247347.03,USD,0,1234567890,Kotak Bank,UPI,0,1,66614,3.71,1,0.38,-141,1,1
INV-ADD-58,INVNO-ADD-7261,2026-02-10,2026-03-12,V-601,Prime Packaging,vendor@example.com,Delhi Business Park,PO-8347,Industrial Tools,138,252,34776,3075.35,1325,36526.35,USD,0,1234567890,State Bank,Wire,0,0,60955,0.6,5,0.1,75,0,0
INV-10793,INVNO-2813,2025-09-19,2025-10-19,V-244,Metro Logistics,metrologistics@example.com,Hyderabad Logistics Park,PO-8809,Machine Spare Parts,17,782,13294,2170.93,1583,13881.93,INR,0,3216549870,ICICI Bank,UPI,0,1,78571,0.18,4,0.33,-63,1,1
INV-ADD-393,INVNO-ADD-9780,2025-04-06,2025-05-06,V-517,Global Plastics,vendor@example.com,Bangalore Tech Zone,PO-1107,Packaging Materials,22,268,5896,504.12,33,6367.12,USD,0,1593572580,Axis Bank,Bank Transfer,0,0,62815,0.1,3,0.34,90,0,0
INV-10007,INVNO-6140,2025-03-28,2025-04-27,V-484,ABC Steel,abcsteel@example.com,Mumbai Industrial Area,PO-6485,Transport Services,300,933,279900,42163.54,1949,320114.54,INR,1,1234567890,Axis Bank,Cheque,1,0,59784,5.35,5,0.11,-50,0,1
INV-ADD-289,INVNO-ADD-5837,2025-07-10,2025-08-09,V-947,Metro Logistics,vendor@example.com,Bangalore Tech Zone,PO-7013,Plastic Containers,144,1494,215136,22099.42,946,236289.42,INR,0,4567891230,IndusInd Bank,Wire,0,0,68628,3.44,4,0.25,65,0,0
INV-10667,INVNO-3044,2026-04-10,2026-05-10,V-191,Global Plastics,globalplastics@example.com,Delhi Business Park,PO-9584,Electronic Components,275,158,43450,4499.22,1305,46644.22,USD,1,4567891230,ICICI Bank,UPI,0,0,55033,0.85,5,0.33,136,1,0
INV-ADD-89,INVNO-ADD-5167,2025-07-13,2025-08-12,V-594,Global Plastics,vendor@example.com,Mumbai Industrial Area,PO-2431,Office Equipment,68,260,17680,1788.8,1389,18079.8,EUR,0,9876543210,IndusInd Bank,Wire,0,0,55496,0.33,1,0.35,38,0,0
INV-10357,INVNO-9167,2026-05-14,2026-06-13,V-238,Metro Logistics,metrologistics@example.com,Bangalore Tech Zone,PO-2067,Office Equipment,35,281,9835,1745.56,1894,9686.56,INR,0,1234567890,State Bank,UPI,0,0,74750,0.13,5,0.81,173,1,1
INV-10914,INVNO-2962,2025-03-14,2025-04-13,V-584,Delta Electronics,deltaelectronics@example.com,Mumbai Industrial Area,PO-9144,Packaging Materials,346,618,213828,17162.29,342,230648.29,INR,1,3216549870,ICICI Bank,Cheque,0,0,46385,4.97,6,0.48,-129,0,1
INV-10329,INVNO-9295,2025-04-16,2025-05-16,V-300,Delta Electronics,deltaelectronics@example.com,Ahmedabad Trade Center,PO-8021,Industrial Tools,290,166,48140,4685.18,471,52354.18,INR,1,7539514560,Kotak Bank,Wire,0,0,70003,0.75,9,0.1,-100,0,1
INV-ADD-396,INVNO-ADD-6727,2025-01-22,2025-02-21,V-601,Omega Supplies,vendor@example.com,Delhi Business Park,PO-5995,Electronic Components,177,375,66375,3776.79,1263,68888.79,EUR,0,4567891230,Kotak Bank,Cheque,0,0,45907,1.5,5,0.25,86,0,0
INV-ADD-77,INVNO-ADD-2882,2025-04-17,2025-05-17,V-729,Sunrise Traders,vendor@example.com,Ahmedabad Trade Center,PO-7094,Packaging Materials,139,1463,203357,17259.08,982,219634.08,USD,0,3216549870,Kotak Bank,UPI,0,0,58214,3.77,1,0.39,75,0,0
INV-ADD-50,INVNO-ADD-3494,2025-07-08,2025-08-07,V-703,Prime Packaging,vendor@example.com,Pune Manufacturing Hub,PO-4934,Packaging Materials,100,1097,109700,9171.44,554,118317.44,INR,0,4567891230,Axis Bank,Wire,0,0,66415,1.78,2,0.37,53,0,0
INV-10258,INVNO-2136,2025-01-21,2025-02-20,V-999,Delta Electronics,deltaelectronics@example.com,Bangalore Tech Zone,PO-6926,Machine Spare Parts,9,1814,16326,2160.67,1446,17040.67,USD,1,7418529630,ICICI Bank,Cheque,1,1,66349,0.26,1,0.31,-242,0,1
INV-ADD-103,INVNO-ADD-8710,2025-10-22,2025-11-21,V-294,Vertex Components,vendor@example.com,Pune Manufacturing Hub,PO-1993,Packaging Materials,7,310,2170,199.48,143,2226.48,INR,0,9876543210,IndusInd Bank,Bank Transfer,0,0,78231,0.03,3,0.38,29,0,0
INV-10372,INVNO-9094,2025-08-14,2025-09-13,V-212,Metro Logistics,metrologistics@example.com,Chennai Port District,PO-9699,Transport Services,273,894,244062,18403.55,1370,261095.55,INR,0,1234567890,ICICI Bank,Bank Transfer,0,0,48402,5.39,8,0.8,-273,0,1
INV-ADD-268,INVNO-ADD-4671,2025-03-16,2025-04-15,V-399,Global Plastics,vendor@example.com,Mumbai Industrial Area,PO-2680,Steel Sheets,101,533,53833,3060.66,241,56652.66,EUR,0,8529637410,HDFC Bank,Bank Transfer,0,0,47536,1.19,4,0.36,87,0,0
INV-10816,INVNO-3483,2026-02-05,2026-03-07,V-637,Sunrise Traders,sunrisetraders@example.com,Pune Manufacturing Hub,PO-3480,Office Equipment,355,378,134190,22809.53,1699,155300.53,EUR,1,4567891230,IndusInd Bank,Wire,0,0,49820,3.12,1,0.89,332,1,1
INV-10142,INVNO-1578,2025-06-24,2025-07-24,V-955,Omega Supplies,omegasupplies@example.com,Mumbai Industrial Area,PO-8231,Industrial Tools,151,294,44394,3531.89,418,47507.89,EUR,1,1234567890,IndusInd Bank,Bank Transfer,0,0,51657,0.92,5,0.65,82,0,0
INV-10525,INVNO-9364,2025-11-15,2025-12-15,V-963,Metro Logistics,metrologistics@example.com,Bangalore Tech Zone,PO-5539,Steel Sheets,398,591,235218,27203.82,211,262210.82,EUR,1,8529637410,Kotak Bank,UPI,0,0,77866,3.37,5,0.77,284,0,1
INV-ADD-68,INVNO-ADD-4223,2026-04-04,2026-05-04,V-894,Prime Packaging,vendor@example.com,Chennai Port District,PO-4407,Transport Services,10,1292,12920,1082.85,1241,12761.85,USD,0,4567891230,HDFC Bank,Wire,0,0,47501,0.27,2,0.3,45,0,0
INV-10889,INVNO-6207,2026-04-03,2026-05-03,V-436,Sunrise Traders,sunrisetraders@example.com,Delhi Business Park,PO-8410,Office Equipment,3,680,2040,218.96,9,2249.96,EUR,1,8529637410,IndusInd Bank,Wire,0,0,65810,0.03,8,0.65,-21,0,1
INV-ADD-54,INVNO-ADD-9615,2025-11-09,2025-12-09,V-893,Prime Packaging,vendor@example.com,Pune Manufacturing Hub,PO-2371,Transport Services,15,1202,18030,1230.92,2,19258.92,EUR,0,1234567890,State Bank,Cheque,0,0,77122,0.25,2,0.2,32,0,0
INV-ADD-385,INVNO-ADD-6381,2025-12-01,2025-12-31,V-499,Global Plastics,vendor@example.com,Delhi Business Park,PO-6694,Transport Services,62,1014,62868,3372.68,1495,64745.68,USD,0,3216549870,Kotak Bank,UPI,0,0,47151,1.37,5,0.23,86,0,0
INV-10440,INVNO-8474,2025-10-05,2025-11-04,V-538,ABC Steel,abcsteel@example.com,Bangalore Tech Zone,PO-5522,Office Equipment,348,1305,454140,79143.97,1631,531652.97,EUR,1,4567891230,State Bank,UPI,0,1,79424,6.69,2,0.14,152,0,1
INV-10531,INVNO-7205,2025-01-21,2025-02-20,V-442,Omega Supplies,omegasupplies@example.com,Delhi Business Park,PO-9418,Packaging Materials,278,1191,331098,57839.57,1646,387291.57,EUR,1,1593572580,ICICI Bank,Wire,0,0,53259,7.27,7,0.64,-430,0,1
INV-ADD-27,INVNO-ADD-6303,2025-02-01,2025-03-03,V-873,Sunrise Traders,vendor@example.com,Delhi Business Park,PO-5110,Plastic Containers,34,1081,36754,2570.6,813,38511.6,USD,0,7539514560,Kotak Bank,UPI,0,0,51793,0.74,4,0.21,34,0,0
INV-10226,INVNO-7571,2026-03-03,2026-04-02,V-251,Prime Packaging,primepackaging@example.com,Mumbai Industrial Area,PO-5720,Transport Services,363,576,209088,20198.72,605,228681.72,INR,1,7418529630,IndusInd Bank,Bank Transfer,0,1,76269,3.0,3,0.64,114,0,1
INV-10974,INVNO-3850,2025-10-31,2025-11-30,V-583,Metro Logistics,metrologistics@example.com,Bangalore Tech Zone,PO-7779,Plastic Containers,46,1620,74520,5293.33,6,79807.33,INR,0,1234567890,Kotak Bank,UPI,0,0,70985,1.12,7,0.58,-48,1,1
INV-10228,INVNO-4362,2025-01-14,2025-02-13,V-489,Metro Logistics,metrologistics@example.com,Chennai Port District,PO-6412,Electronic Components,349,1265,441485,43884.57,1563,483806.57,USD,1,4567891230,State Bank,UPI,0,0,58048,8.33,7,0.48,-215,0,1
INV-ADD-200,INVNO-ADD-4985,2026-01-22,2026-02-21,V-406,Prime Packaging,vendor@example.com,Bangalore Tech Zone,PO-6189,Plastic Containers,196,850,166600,14800.07,174,181226.07,USD,0,1234567890,Kotak Bank,Bank Transfer,0,0,41055,4.41,1,0.14,58,0,0
INV-ADD-217,INVNO-ADD-5957,2025-01-04,2025-02-03,V-621,Omega Supplies,vendor@example.com,Ahmedabad Trade Center,PO-8288,Office Equipment,30,359,10770,1085.6,264,11591.6,USD,0,4567891230,Kotak Bank,UPI,0,0,46460,0.25,4,0.23,27,0,0
INV-10212,INVNO-8047,2025-02-19,2025-03-21,V-780,Delta Electronics,deltaelectronics@example.com,Hyderabad Logistics Park,PO-4980,Packaging Materials,329,192,63168,5551.81,1185,67534.81,USD,1,4567891230,ICICI Bank,Bank Transfer,0,1,41531,1.63,4,0.81,-304,0,1
INV-10079,INVNO-9825,2026-01-31,2026-03-02,V-791,Delta Electronics,deltaelectronics@example.com,Delhi Business Park,PO-2540,Plastic Containers,324,224,72576,5189.71,1062,76703.71,EUR,0,7418529630,ICICI Bank,Cheque,0,0,63814,1.2,8,0.39,118,0,0
INV-10148,INVNO-1616,2025-01-13,2025-02-12,V-852,Omega Supplies,omegasupplies@example.com,Chennai Port District,PO-9983,Transport Services,34,235,7990,1065.58,202,8853.58,EUR,1,3216549870,HDFC Bank,UPI,0,1,49909,0.18,8,0.37,-162,1,1
INV-ADD-382,INVNO-ADD-8523,2025-10-05,2025-11-04,V-511,Global Plastics,vendor@example.com,Mumbai Industrial Area,PO-5546,Office Equipment,86,177,15222,1403.93,55,16570.93,EUR,0,3216549870,ICICI Bank,Wire,0,0,45794,0.36,5,0.25,85,0,0
INV-10671,INVNO-6676,2025-08-01,2025-08-31,V-754,Vertex Components,vertexcomponents@example.com,Chennai Port District,PO-2505,Transport Services,252,424,106848,16920.92,671,123097.92,EUR,1,8529637410,State Bank,Bank Transfer,0,0,61047,2.02,6,0.15,-225,1,1
INV-ADD-84,INVNO-ADD-8376,2025-12-31,2026-01-30,V-868,Delta Electronics,vendor@example.com,Ahmedabad Trade Center,PO-4276,Office Equipment,155,837,129735,13166.32,686,142215.32,EUR,0,8529637410,Axis Bank,Cheque,0,0,62132,2.29,3,0.16,90,0,0
INV-10962,INVNO-7484,2025-10-09,2025-11-08,V-409,Delta Electronics,deltaelectronics@example.com,Chennai Port District,PO-3040,Packaging Materials,58,1097,63626,5121.52,1551,67196.52,USD,1,7539514560,HDFC Bank,Cheque,0,0,42034,1.6,9,0.63,-145,0,1
INV-ADD-151,INVNO-ADD-6149,2026-03-31,2026-04-30,V-503,ABC Steel,vendor@example.com,Bangalore Tech Zone,PO-4824,Industrial Tools,155,918,142290,7874.75,1083,149081.75,USD,0,3216549870,ICICI Bank,Bank Transfer,0,0,47576,3.13,5,0.38,73,0,0
INV-10133,INVNO-9729,2025-09-11,2025-10-11,V-685,Vertex Components,vertexcomponents@example.com,Delhi Business Park,PO-2973,Packaging Materials,186,1107,205902,17963.15,763,223102.15,EUR,1,4567891230,State Bank,Cheque,0,1,47103,4.74,2,0.38,-12,0,1
INV-ADD-42,INVNO-ADD-9134,2026-02-28,2026-03-30,V-876,Delta Electronics,vendor@example.com,Chennai Port District,PO-7448,Electronic Components,162,253,40986,4330.69,1113,44203.69,EUR,0,7418529630,HDFC Bank,Bank Transfer,0,0,64580,0.68,1,0.22,56,0,0
INV-10408,INVNO-7411,2026-02-25,2026-03-27,V-495,Delta Electronics,deltaelectronics@example.com,Mumbai Industrial Area,PO-4059,Packaging Materials,78,1466,114348,10398.44,1217,123529.44,INR,1,3216549870,ICICI Bank,UPI,0,0,45353,2.72,7,0.77,122,0,1
INV-ADD-18,INVNO-ADD-1738,2025-05-03,2025-06-02,V-999,ABC Steel,vendor@example.com,Delhi Business Park,PO-1839,Packaging Materials,116,489,56724,4457.37,696,60485.37,INR,0,1234567890,Kotak Bank,Cheque,0,0,46380,1.3,3,0.19,35,0,0
INV-10507,INVNO-1677,2025-01-18,2025-02-17,V-148,Omega Supplies,omegasupplies@example.com,Delhi Business Park,PO-3476,Machine Spare Parts,116,374,43384,7614.03,1887,49111.03,INR,1,1593572580,Axis Bank,UPI,0,1,62942,0.78,4,0.53,-467,0,1
INV-ADD-252,INVNO-ADD-7010,2025-05-13,2025-06-12,V-616,Metro Logistics,vendor@example.com,Ahmedabad Trade Center,PO-2886,Machine Spare Parts,118,873,103014,8098.64,800,110312.64,USD,0,9876543210,State Bank,Cheque,0,0,72183,1.53,5,0.39,82,0,0
INV-10504,INVNO-1957,2025-10-13,2025-11-12,V-884,Metro Logistics,metrologistics@example.com,Ahmedabad Trade Center,PO-1000,Office Equipment,296,1865,552040,44128.91,576,595592.91,EUR,1,7418529630,IndusInd Bank,UPI,0,0,69114,8.62,9,0.34,283,0,1
INV-10915,INVNO-1945,2026-03-27,2026-04-26,V-692,Omega Supplies,omegasupplies@example.com,Chennai Port District,PO-5958,Plastic Containers,160,1437,229920,26795.7,1676,255039.7,EUR,1,1593572580,Axis Bank,UPI,0,0,50591,5.04,4,0.11,-10,0,1
INV-10347,INVNO-8600,2025-06-09,2025-07-09,V-504,ABC Steel,abcsteel@example.com,Delhi Business Park,PO-7630,Plastic Containers,395,1850,730750,80244.85,1561,809433.85,EUR,1,7418529630,Axis Bank,Cheque,1,0,72152,11.22,10,0.67,16,0,1
INV-10386,INVNO-4584,2025-09-03,2025-10-03,V-439,Delta Electronics,deltaelectronics@example.com,Hyderabad Logistics Park,PO-7584,Electronic Components,35,1137,39795,2650.27,1208,41237.27,EUR,0,9876543210,ICICI Bank,Cheque,0,1,73768,0.56,4,0.48,9,0,1
INV-10000,INVNO-7540,2025-10-13,2025-11-12,V-279,Vertex Components,vertexcomponents@example.com,Bangalore Tech Zone,PO-2579,Electronic Components,263,1990,523370,58159.97,1109,580420.97,EUR,1,1234567890,IndusInd Bank,UPI,0,0,49122,11.82,3,0.77,41,0,1
INV-10360,INVNO-7974,2025-12-22,2026-01-21,V-113,Delta Electronics,deltaelectronics@example.com,Chennai Port District,PO-4860,Steel Sheets,282,195,54990,6661.39,1970,59681.39,EUR,0,1593572580,HDFC Bank,Bank Transfer,0,1,59298,1.01,1,0.75,246,0,1
INV-ADD-324,INVNO-ADD-7030,2025-06-14,2025-07-14,V-842,Metro Logistics,vendor@example.com,Bangalore Tech Zone,PO-8485,Plastic Containers,159,1264,200976,16144.66,198,216922.66,USD,0,1593572580,State Bank,Bank Transfer,0,0,65398,3.32,1,0.37,23,0,0
INV-10475,INVNO-1691,2025-01-09,2025-02-08,V-860,Delta Electronics,deltaelectronics@example.com,Pune Manufacturing Hub,PO-4299,Transport Services,273,1799,491127,57042.51,1566,546603.51,EUR,0,1234567890,HDFC Bank,UPI,0,0,66082,8.27,2,0.11,-486,0,1
INV-ADD-201,INVNO-ADD-5308,2025-06-27,2025-07-27,V-229,Global Plastics,vendor@example.com,Hyderabad Logistics Park,PO-8030,Plastic Containers,45,450,20250,1842.11,535,21557.11,USD,0,8529637410,Axis Bank,Bank Transfer,0,0,73648,0.29,1,0.2,73,0,0
INV-10057,INVNO-4263,2025-02-25,2025-03-27,V-679,Metro Logistics,metrologistics@example.com,Chennai Port District,PO-7141,Steel Sheets,105,1713,179865,31710.07,691,210884.07,INR,0,9876543210,Kotak Bank,Cheque,0,0,59310,3.56,8,0.73,-255,0,1
INV-10637,INVNO-4110,2025-11-15,2025-12-15,V-636,Global Plastics,globalplastics@example.com,Delhi Business Park,PO-7310,Packaging Materials,340,974,331160,54057.48,991,384226.48,USD,1,7418529630,ICICI Bank,Wire,0,1,69980,5.49,7,0.69,7,0,1
INV-ADD-225,INVNO-ADD-7131,2025-09-19,2025-10-19,V-109,Metro Logistics,vendor@example.com,Hyderabad Logistics Park,PO-9404,Steel Sheets,74,1441,106634,6306.89,786,112154.89,USD,0,4567891230,IndusInd Bank,Bank Transfer,0,0,46124,2.43,5,0.17,35,0,0
INV-10953,INVNO-2212,2025-04-02,2025-05-02,V-329,Metro Logistics,metrologistics@example.com,Ahmedabad Trade Center,PO-7875,Transport Services,237,261,61857,10676.19,697,71836.19,INR,0,1234567890,Axis Bank,Bank Transfer,0,0,74290,0.97,8,0.58,-348,0,1
INV-ADD-74,INVNO-ADD-7191,2025-10-17,2025-11-16,V-737,Global Plastics,vendor@example.com,Pune Manufacturing Hub,PO-1152,Transport Services,119,513,61047,4858.6,266,65639.6,INR,0,1593572580,Kotak Bank,Wire,0,0,77031,0.85,4,0.18,58,0,0
INV-10172,INVNO-5204,2025-06-16,2025-07-16,V-588,Delta Electronics,deltaelectronics@example.com,Delhi Business Park,PO-2137,Industrial Tools,376,729,274104,18640.57,28,292716.57,EUR,0,1593572580,Axis Bank,Cheque,0,0,45384,6.45,4,0.48,-257,0,1
INV-10450,INVNO-8343,2026-02-28,2026-03-30,V-606,Sunrise Traders,sunrisetraders@example.com,Delhi Business Park,PO-6176,Transport Services,152,1246,189392,14058.31,541,202909.31,INR,1,9876543210,State Bank,UPI,0,1,61982,3.27,3,0.29,320,0,1
INV-10125,INVNO-6155,2025-06-03,2025-07-03,V-859,Metro Logistics,metrologistics@example.com,Delhi Business Park,PO-5442,Packaging Materials,189,813,153657,11796.23,768,164685.23,INR,0,7418529630,ICICI Bank,Cheque,1,0,61891,2.66,7,0.62,95,0,1
